promedio_kardex,horas_estudio,asistencias,unidades_aprobadas,nivel_estres,motivacion,beca,trabaja,perfil_rendimiento,edad,horas_ocio,integrantes_familia,ingresos_familiares,actividades_extracurriculares,participacion_clase,apoyo_gubernamental,habilidades_blandas,sociabilidad,semestre,materias_cursando,carrera
94.2,4,95,9,3,9,No,Sí,Alto Rendimiento,25,3,2,46491,2,79,No,81.2,76.3,3,5,Ing. Mecánica
84.1,3,89,7,7,7,No,Sí,Rendimiento Promedio,23,2,4,49850,3,78,Sí,82.9,87.2,7,7,Ing. Civil
86.3,2,88,7,5,5,Sí,Sí,Rendimiento Promedio,23,3,4,26733,0,86,Sí,84.8,87.6,1,7,Ing. Mecánica
87.4,3,88,7,4,5,No,No,Rendimiento Promedio,20,4,4,6234,1,83,No,84.2,75.3,2,5,Ing. Industrial
86.2,2,88,6,6,5,No,Sí,Rendimiento Promedio,25,5,2,14999,1,87,No,81.8,91.8,5,5,Ing. Mecánica
85.3,2,81,7,7,8,No,Sí,Rendimiento Promedio,25,2,1,30034,0,80,No,90.4,83.8,4,7,Ing. Bioquímica
94.9,3,97,8,2,10,Sí,No,Alto Rendimiento,23,4,4,15398,1,88,Sí,85.3,80.9,3,6,Ing. Civil
85.1,2,90,7,7,7,No,Sí,Rendimiento Promedio,18,1,2,44263,1,79,Sí,84.8,87.0,11,5,Ing. Química
90.6,3,97,9,3,10,Sí,No,Alto Rendimiento,18,3,7,27184,1,85,No,92.7,81.5,8,4,Ing. Química
76.9,1,78,3,8,3,Sí,No,Bajo Rendimiento,20,4,4,5873,1,87,No,96.5,88.9,9,5,Arquitectura
82.4,3,92,6,4,6,No,Sí,Rendimiento Promedio,18,3,3,40886,3,79,Sí,85.4,86.6,2,5,Ing. Electrónica
85.0,3,86,6,5,8,Sí,Sí,Rendimiento Promedio,18,3,6,22943,0,77,No,86.7,87.8,10,4,Ing. Gestión Empresarial
85.5,3,84,6,7,8,Sí,No,Rendimiento Promedio,23,2,4,46069,0,80,No,77.0,80.1,6,5,Ing. Industrial
88.0,3,86,6,5,5,No,Sí,Rendimiento Promedio,22,3,3,24407,1,83,No,85.5,90.5,9,7,Ing. Mecánica
86.1,3,86,7,5,8,No,Sí,Rendimiento Promedio,21,4,5,37348,1,82,No,90.4,92.4,7,6,Arquitectura
72.5,1,75,3,7,2,No,No,Bajo Rendimiento,23,1,2,9582,0,90,No,74.8,81.6,6,4,Ing. Civil
95.6,4,96,10,1,10,Sí,Sí,Alto Rendimiento,23,2,5,33888,3,80,No,77.2,81.4,11,6,Ing. Gestión Empresarial
84.0,2,92,6,6,5,No,Sí,Rendimiento Promedio,22,5,2,27232,2,89,No,96.2,74.5,9,7,Ing. Mecánica
95.6,4,100,9,3,8,Sí,Sí,Alto Rendimiento,21,1,2,10676,3,89,No,80.7,76.1,12,6,Ing. Bioquímica
93.8,3,96,9,1,9,Sí,No,Alto Rendimiento,25,4,1,37512,3,83,No,87.4,87.6,7,6,Ing. Industrial
74.8,2,85,1,7,3,Sí,No,Bajo Rendimiento,18,2,4,26786,2,75,Sí,87.0,81.1,11,5,Arquitectura
87.5,2,85,8,4,5,No,No,Rendimiento Promedio,21,3,4,35229,1,80,No,88.1,89.6,2,6,Ing. Gestión Empresarial
85.7,2,92,5,5,5,No,Sí,Rendimiento Promedio,24,1,3,12195,3,88,No,88.5,90.2,7,7,Ing. Civil
85.3,2,80,5,7,7,Sí,No,Rendimiento Promedio,24,2,2,20101,1,83,Sí,89.2,83.1,6,6,Ing. Mecánica
88.5,2,87,6,6,7,No,Sí,Rendimiento Promedio,22,5,4,10039,2,90,Sí,84.8,90.5,11,7,Ing. Gestión Empresarial
88.5,2,80,7,6,5,No,No,Rendimiento Promedio,19,5,2,8586,3,83,No,83.1,87.1,3,6,Ing. Gestión Empresarial
70.8,2,75,4,9,3,Sí,Sí,Bajo Rendimiento,19,5,2,35117,2,78,No,79.6,90.2,10,5,Ing. Mecánica
86.4,2,93,7,4,6,No,Sí,Rendimiento Promedio,21,2,1,7859,0,85,No,80.7,74.7,1,7,Ing. Mecánica
80.5,2,95,8,6,8,No,No,Rendimiento Promedio,24,1,1,28032,1,93,Sí,82.6,84.2,1,4,Ing. Gestión Empresarial
85.6,4,87,8,5,5,Sí,No,Rendimiento Promedio,19,3,1,39045,3,81,Sí,81.7,90.2,9,6,Arquitectura
73.3,1,72,5,9,4,No,No,Bajo Rendimiento,25,1,2,26380,0,91,Sí,86.5,78.1,9,5,Ing. Bioquímica
79.4,1,74,1,8,1,No,Sí,Bajo Rendimiento,20,3,5,16503,3,97,Sí,86.0,89.3,5,6,Ing. Industrial
81.9,2,86,5,6,5,No,No,Rendimiento Promedio,19,1,4,49166,1,80,No,78.4,86.4,2,6,Ing. Gestión Empresarial
75.3,2,80,5,7,4,No,No,Bajo Rendimiento,21,1,1,47461,1,76,No,80.4,90.4,3,5,Ing. Sistemas
71.0,2,81,1,9,1,No,No,Bajo Rendimiento,18,2,1,24928,0,79,No,86.5,84.0,11,7,Ing. Industrial
90.0,2,87,7,6,6,No,No,Rendimiento Promedio,22,5,4,46385,1,79,Sí,75.8,86.6,12,6,Ing. Civil
80.6,3,80,8,4,8,Sí,Sí,Rendimiento Promedio,19,5,3,48361,2,81,No,85.5,76.9,6,7,Ing. Industrial
94.2,3,100,9,2,10,No,No,Alto Rendimiento,21,5,5,17654,2,85,Sí,82.2,89.0,8,5,Ing. Mecánica
95.4,5,100,10,3,8,Sí,No,Alto Rendimiento,24,5,3,45504,0,74,No,84.9,86.5,9,5,Ing. Bioquímica
85.4,3,87,8,4,6,No,Sí,Rendimiento Promedio,22,1,4,23516,2,83,Sí,89.2,80.5,6,5,Ing. Industrial
85.5,4,84,5,4,5,No,Sí,Rendimiento Promedio,20,5,3,36900,1,87,No,82.6,80.7,5,7,Ing. Civil
75.1,1,78,1,10,1,No,No,Bajo Rendimiento,25,1,1,34008,0,84,Sí,84.5,74.6,1,7,Ing. Industrial
86.5,4,91,7,4,7,No,No,Rendimiento Promedio,18,3,2,42795,3,88,Sí,79.5,83.7,11,6,Ing. Gestión Empresarial
83.7,2,92,7,5,8,No,Sí,Rendimiento Promedio,23,4,2,44847,2,87,No,85.7,88.3,7,4,Ing. Civil
94.1,3,99,8,2,8,Sí,No,Alto Rendimiento,22,4,5,7068,0,92,Sí,75.5,82.5,10,6,Ing. Civil
70.0,1,76,2,10,4,No,Sí,Bajo Rendimiento,23,3,4,37353,0,80,Sí,83.1,88.0,5,7,Ing. Mecánica
85.2,3,93,7,5,8,No,Sí,Rendimiento Promedio,24,1,1,25148,1,96,No,83.3,78.9,1,5,Ing. Industrial
82.4,4,84,5,7,8,Sí,No,Rendimiento Promedio,22,5,4,38928,1,80,No,86.3,85.3,11,7,Ing. Industrial
87.3,4,80,6,5,7,No,Sí,Rendimiento Promedio,21,2,2,34931,0,79,No,90.8,85.1,5,7,Ing. Civil
70.6,2,81,2,8,4,Sí,Sí,Bajo Rendimiento,20,1,7,21406,2,84,Sí,79.8,88.0,4,4,Ing. Industrial
85.4,4,87,7,4,6,Sí,Sí,Rendimiento Promedio,24,1,2,49069,2,85,No,85.5,91.4,11,7,Ing. Gestión Empresarial
87.7,2,82,5,4,6,No,Sí,Rendimiento Promedio,19,3,2,8233,0,86,No,91.5,84.4,11,7,Ing. Inteligencia Artificial
94.5,3,99,8,2,10,Sí,Sí,Alto Rendimiento,25,3,1,25701,0,91,No,83.7,83.1,4,6,Ing. Gestión Empresarial
82.6,4,92,7,6,6,No,Sí,Rendimiento Promedio,20,2,2,45345,3,95,Sí,88.8,82.0,8,7,Ing. Civil
86.9,4,88,5,7,6,No,Sí,Rendimiento Promedio,18,5,3,31643,3,86,Sí,83.3,88.6,2,7,Ing. Sistemas
76.2,2,85,2,8,2,No,No,Bajo Rendimiento,23,4,6,12725,2,93,No,84.7,92.3,9,5,Ing. Bioquímica
90.0,4,84,8,4,7,Sí,No,Rendimiento Promedio,25,5,2,12269,1,90,No,80.2,82.8,3,7,Ing. Sistemas
85.0,2,94,7,6,6,No,Sí,Rendimiento Promedio,19,5,7,19134,3,74,No,89.2,82.5,6,6,Ing. Mecánica
83.9,4,88,7,4,6,No,Sí,Rendimiento Promedio,23,1,1,12048,0,87,No,86.3,85.3,2,5,Arquitectura
81.5,3,87,8,6,5,No,No,Rendimiento Promedio,20,2,4,45422,3,73,Sí,77.1,85.3,9,4,Ing. Bioquímica
83.4,2,85,6,5,8,No,Sí,Rendimiento Promedio,18,1,3,43194,1,90,No,87.8,80.6,1,7,Ing. Gestión Empresarial
95.3,4,99,10,4,8,Sí,No,Alto Rendimiento,22,3,1,40896,1,87,Sí,85.7,97.5,8,5,Ing. Bioquímica
80.0,3,92,8,7,5,Sí,Sí,Rendimiento Promedio,25,4,1,15156,1,89,No,85.2,78.6,10,7,Ing. Sistemas
83.9,3,80,8,7,8,No,Sí,Rendimiento Promedio,25,2,3,7725,0,77,No,72.5,77.6,11,4,Ing. Civil
87.2,4,80,7,4,6,No,Sí,Rendimiento Promedio,22,2,2,10259,2,87,No,83.4,77.6,3,6,Ing. Industrial
84.4,4,84,8,6,7,No,No,Rendimiento Promedio,23,5,2,37217,1,86,No,75.6,84.9,6,6,Arquitectura
86.0,2,86,6,5,7,No,No,Rendimiento Promedio,23,1,1,48124,1,81,No,89.4,85.9,3,7,Ing. Gestión Empresarial
94.5,4,97,10,2,8,Sí,Sí,Alto Rendimiento,22,5,2,26641,2,86,Sí,91.8,79.7,6,6,Ing. Gestión Empresarial
71.5,2,79,3,9,3,No,No,Bajo Rendimiento,24,5,1,25800,2,80,No,85.2,94.7,1,7,Ing. Industrial
84.7,3,87,7,6,7,No,Sí,Rendimiento Promedio,23,2,3,23699,1,81,No,93.3,82.4,7,6,Ing. Civil
94.9,4,98,8,1,9,Sí,No,Alto Rendimiento,22,4,4,13627,1,89,Sí,81.1,72.6,6,6,Ing. Mecánica
78.9,2,84,2,9,1,No,No,Bajo Rendimiento,24,3,2,11909,0,84,No,90.6,84.2,7,7,Ing. Sistemas
85.4,2,86,5,5,7,No,Sí,Rendimiento Promedio,23,5,4,6074,0,86,Sí,85.3,89.5,5,6,Ing. Industrial
95.2,4,98,8,4,8,Sí,No,Alto Rendimiento,25,4,4,22365,2,85,No,82.2,75.8,8,5,Ing. Industrial
90.0,4,86,7,6,5,Sí,No,Rendimiento Promedio,19,5,4,15559,1,86,Sí,93.9,89.1,9,7,Ing. Mecánica
90.0,3,83,5,4,8,No,No,Rendimiento Promedio,23,4,2,10724,2,85,No,91.6,82.1,9,7,Arquitectura
81.3,2,83,8,6,7,Sí,Sí,Rendimiento Promedio,22,1,3,33178,2,74,Sí,85.6,87.9,6,7,Ing. Electrónica
96.7,3,97,8,4,9,No,No,Alto Rendimiento,19,3,1,35420,3,80,No,81.7,90.9,8,7,Ing. Gestión Empresarial
83.4,3,92,5,7,7,No,Sí,Rendimiento Promedio,19,2,4,22745,0,81,No,83.2,92.2,12,6,Ing. Bioquímica
97.4,4,99,9,4,10,Sí,No,Alto Rendimiento,20,1,2,22128,3,75,No,78.9,76.9,7,5,Ing. Mecánica
88.9,3,90,6,5,6,No,Sí,Rendimiento Promedio,22,5,4,43935,3,85,No,79.4,92.6,12,5,Ing. Gestión Empresarial
85.7,3,85,7,5,7,No,Sí,Rendimiento Promedio,24,5,1,8353,2,80,No,81.0,90.2,5,5,Ing. Gestión Empresarial
81.2,2,90,7,7,5,Sí,No,Rendimiento Promedio,21,3,4,42738,0,79,No,92.8,78.6,7,6,Ing. Industrial
92.1,3,100,9,3,9,No,No,Alto Rendimiento,23,3,3,42583,3,74,No,83.4,75.8,1,7,Ing. Sistemas
95.4,3,95,8,2,8,Sí,No,Alto Rendimiento,22,3,3,36545,0,82,Sí,85.3,81.3,5,4,Arquitectura
95.4,3,98,9,1,10,Sí,No,Alto Rendimiento,21,5,4,16763,3,86,No,77.1,96.0,4,6,Ing. Gestión Empresarial
73.3,1,78,5,10,3,Sí,No,Bajo Rendimiento,22,5,1,36263,3,85,No,91.8,86.6,5,6,Ing. Química
96.2,5,99,9,4,8,Sí,Sí,Alto Rendimiento,19,2,3,27785,2,87,No,78.7,80.7,7,5,Ing. Sistemas
86.9,2,85,8,6,8,No,Sí,Rendimiento Promedio,22,3,5,50000,0,82,No,94.6,85.9,10,6,Ing. Industrial
88.4,3,83,6,4,5,No,Sí,Rendimiento Promedio,22,4,3,35033,3,89,Sí,89.3,92.6,5,7,Arquitectura
83.9,4,95,8,6,8,No,Sí,Rendimiento Promedio,24,2,3,20856,1,88,No,85.0,85.1,2,6,Ing. Civil
87.8,2,87,6,6,8,No,No,Rendimiento Promedio,22,4,4,47413,1,83,No,86.9,81.8,5,7,Ing. Química
79.7,2,82,1,7,1,No,No,Bajo Rendimiento,22,1,2,15834,0,83,Sí,84.3,83.9,2,7,Ing. Civil
95.2,3,99,10,1,8,Sí,No,Alto Rendimiento,20,3,4,20225,1,94,Sí,82.8,79.2,2,6,Arquitectura
75.4,2,82,4,9,3,No,No,Bajo Rendimiento,23,2,7,31422,2,82,No,88.8,81.4,8,6,Ing. Industrial
85.7,4,83,7,5,7,No,Sí,Rendimiento Promedio,25,2,2,47725,0,93,No,87.5,83.0,2,6,Ing. Mecánica
84.1,2,94,7,6,7,No,Sí,Rendimiento Promedio,20,1,3,9363,1,88,No,82.3,85.6,2,5,Arquitectura
83.7,4,86,7,5,8,No,Sí,Rendimiento Promedio,19,1,2,42580,0,80,No,97.6,82.3,11,6,Arquitectura
86.7,2,85,8,5,8,No,No,Rendimiento Promedio,19,1,2,29815,2,84,No,83.0,79.1,11,6,Ing. Gestión Empresarial
70.0,2,80,1,10,3,No,No,Bajo Rendimiento,21,2,2,21500,0,82,No,84.2,86.3,12,7,Ing. Gestión Empresarial
90.0,2,86,8,5,6,Sí,Sí,Rendimiento Promedio,19,5,2,33233,1,80,No,75.1,85.2,1,6,Arquitectura
74.7,1,79,3,8,4,No,No,Bajo Rendimiento,20,4,2,20765,2,84,Sí,84.7,76.2,3,6,Ing. Gestión Empresarial
84.9,2,80,7,7,5,No,No,Rendimiento Promedio,19,4,4,40081,2,80,No,95.7,78.3,10,4,Ing. Mecánica
83.7,3,85,8,6,8,No,Sí,Rendimiento Promedio,21,1,2,28970,2,80,No,87.8,85.1,11,7,Ing. Bioquímica
85.0,2,84,7,5,6,No,Sí,Rendimiento Promedio,21,5,1,7028,2,85,No,89.2,93.2,10,5,Ing. Industrial
84.7,2,91,7,5,6,Sí,Sí,Rendimiento Promedio,20,5,1,26135,3,89,No,84.8,78.8,12,6,Ing. Civil
87.9,2,80,8,7,6,No,Sí,Rendimiento Promedio,24,1,2,20139,2,82,Sí,86.6,73.0,7,5,Ing. Bioquímica
95.0,4,97,9,3,9,No,Sí,Alto Rendimiento,19,3,7,39807,2,85,No,92.3,85.1,11,7,Ing. Industrial
95.4,3,98,10,2,9,No,Sí,Alto Rendimiento,25,2,3,8644,3,85,No,91.1,94.9,1,6,Ing. Sistemas
86.9,3,88,6,6,6,No,Sí,Rendimiento Promedio,25,3,1,38354,2,80,No,83.2,80.8,1,7,Ing. Gestión Empresarial
71.3,1,79,4,10,3,No,No,Bajo Rendimiento,23,5,3,44952,1,91,No,85.2,84.1,7,7,Ing. Inteligencia Artificial
85.4,2,85,8,6,8,Sí,Sí,Rendimiento Promedio,21,1,4,43923,0,82,No,88.6,90.9,3,5,Ing. Sistemas
88.5,3,95,5,4,6,No,Sí,Rendimiento Promedio,24,2,5,36234,0,81,Sí,81.8,95.8,6,5,Arquitectura
85.5,3,80,8,7,5,No,Sí,Rendimiento Promedio,24,4,3,7632,0,91,Sí,85.5,74.8,7,4,Ing. Sistemas
71.3,2,78,1,10,1,No,No,Bajo Rendimiento,19,5,3,45594,2,86,No,83.0,84.9,11,6,Ing. Química
86.9,2,94,5,5,7,Sí,No,Rendimiento Promedio,19,2,2,42246,3,89,Sí,85.0,87.3,1,5,Ing. Industrial
83.1,3,90,6,6,8,No,Sí,Rendimiento Promedio,23,2,1,36345,0,80,Sí,87.2,78.9,4,6,Ing. Civil
95.2,3,96,9,3,9,Sí,Sí,Alto Rendimiento,24,3,1,33755,3,94,Sí,84.6,88.5,3,7,Ing. Civil
87.9,2,88,5,4,7,Sí,No,Rendimiento Promedio,20,4,3,45522,0,78,No,88.9,95.6,11,7,Ing. Gestión Empresarial
83.1,2,89,5,6,8,Sí,Sí,Rendimiento Promedio,25,3,2,5983,0,88,Sí,89.4,86.6,9,6,Arquitectura
87.0,4,82,5,4,6,No,Sí,Rendimiento Promedio,20,3,4,21896,2,88,Sí,87.5,85.6,8,6,Ing. Mecánica
85.1,2,95,5,4,5,No,No,Rendimiento Promedio,19,3,1,14780,2,84,No,87.0,77.2,7,6,Ing. Electrónica
83.7,3,88,8,6,8,No,Sí,Rendimiento Promedio,22,3,4,49540,3,89,Sí,88.6,78.7,9,7,Ing. Industrial
70.9,1,73,4,7,3,Sí,No,Bajo Rendimiento,22,5,4,9586,0,77,Sí,90.3,89.5,9,5,Ing. Mecánica
82.9,2,85,7,5,7,Sí,Sí,Rendimiento Promedio,18,4,3,45394,1,84,Sí,76.8,91.7,1,6,Ing. Sistemas
86.0,3,94,6,7,5,No,Sí,Rendimiento Promedio,18,3,4,8079,1,89,Sí,81.1,84.3,11,6,Arquitectura
96.4,3,95,9,2,10,No,No,Alto Rendimiento,18,5,3,7192,0,90,No,82.2,77.6,10,5,Ing. Industrial
86.7,3,83,6,5,7,No,Sí,Rendimiento Promedio,20,5,1,23117,0,89,No,79.6,86.0,7,6,Ing. Industrial
84.5,4,81,8,5,7,No,Sí,Rendimiento Promedio,19,2,1,27266,1,74,No,82.9,88.5,7,6,Ing. Gestión Empresarial
88.1,2,82,6,5,8,Sí,No,Rendimiento Promedio,23,2,3,45070,0,88,No,86.1,80.2,9,5,Ing. Gestión Empresarial
85.8,3,83,8,4,5,No,Sí,Rendimiento Promedio,25,1,5,22828,3,86,No,84.0,77.5,6,7,Ing. Sistemas
97.4,4,98,8,2,10,Sí,No,Alto Rendimiento,23,5,4,20935,0,91,No,83.7,86.3,12,7,Ing. Mecánica
92.0,3,98,8,1,9,Sí,No,Alto Rendimiento,21,1,3,40590,2,84,No,89.4,82.6,12,7,Ing. Sistemas
96.0,4,99,9,1,10,Sí,No,Alto Rendimiento,19,5,3,19735,2,75,No,87.2,86.9,6,6,Ing. Química
76.5,1,85,2,9,3,Sí,No,Bajo Rendimiento,25,3,1,21344,1,84,Sí,83.0,86.1,3,6,Ing. Electrónica
97.4,4,95,10,2,8,Sí,No,Alto Rendimiento,25,3,3,39147,0,77,No,82.3,90.6,1,6,Ing. Gestión Empresarial
84.8,3,92,8,7,5,No,Sí,Rendimiento Promedio,19,1,3,39530,2,85,No,81.5,87.3,6,5,Arquitectura
89.6,2,92,7,6,8,No,Sí,Rendimiento Promedio,18,3,4,29825,0,79,No,95.7,79.8,1,7,Arquitectura
76.3,2,70,3,10,4,No,No,Bajo Rendimiento,19,3,5,20523,3,91,Sí,79.8,85.4,11,7,Ing. Química
82.1,3,95,8,7,5,No,Sí,Rendimiento Promedio,23,2,4,46844,2,85,No,87.0,83.1,5,7,Ing. Civil
70.6,1,76,2,10,3,No,No,Bajo Rendimiento,18,3,2,25296,1,74,No,74.8,84.3,3,7,Ing. Civil
85.8,4,81,6,5,8,No,Sí,Rendimiento Promedio,19,2,2,43154,0,91,Sí,82.4,93.4,10,7,Ing. Electrónica
80.0,4,84,6,5,6,No,Sí,Rendimiento Promedio,21,4,2,25863,1,96,Sí,76.2,83.2,12,7,Ing. Bioquímica
77.6,1,84,1,9,3,Sí,No,Bajo Rendimiento,22,5,3,20744,2,81,Sí,82.3,82.9,11,6,Ing. Sistemas
98.3,4,98,8,4,10,Sí,Sí,Alto Rendimiento,22,2,7,6639,2,78,Sí,87.1,83.5,9,4,Ing. Bioquímica
86.1,4,87,7,4,6,No,Sí,Rendimiento Promedio,20,2,5,15809,2,78,No,80.6,79.6,1,7,Ing. Inteligencia Artificial
83.4,4,85,6,5,5,No,No,Rendimiento Promedio,25,2,4,23455,3,74,No,79.0,82.2,11,6,Ing. Industrial
85.4,4,90,6,6,7,Sí,Sí,Rendimiento Promedio,21,5,1,41423,3,87,No,89.3,80.5,12,6,Arquitectura
84.1,3,84,6,7,7,No,Sí,Rendimiento Promedio,23,5,1,49403,2,81,No,87.5,83.9,3,6,Ing. Civil
84.6,3,87,8,7,5,No,Sí,Rendimiento Promedio,19,5,6,36686,0,81,No,85.4,83.7,3,7,Ing. Inteligencia Artificial
78.9,2,74,3,10,2,Sí,No,Bajo Rendimiento,25,3,6,24582,3,83,No,75.3,71.8,1,4,Ing. Gestión Empresarial
73.5,2,78,3,8,4,No,No,Bajo Rendimiento,21,2,2,10293,2,91,No,86.9,89.4,1,7,Arquitectura
84.6,2,90,7,4,7,No,No,Rendimiento Promedio,25,5,2,18374,0,83,Sí,89.5,89.4,9,7,Ing. Electrónica
73.7,1,75,3,9,4,No,Sí,Bajo Rendimiento,19,4,2,34847,1,82,No,82.4,81.7,12,6,Ing. Civil
84.8,4,87,8,6,5,No,Sí,Rendimiento Promedio,21,5,3,19163,3,79,Sí,76.4,86.6,1,6,Ing. Mecánica
70.2,2,75,3,7,3,No,No,Bajo Rendimiento,21,1,1,21030,2,87,No,84.6,83.9,3,5,Ing. Civil
80.0,4,85,7,6,7,No,Sí,Rendimiento Promedio,22,1,1,43394,3,79,Sí,89.8,90.6,3,7,Ing. Civil
90.0,4,85,7,7,8,Sí,Sí,Rendimiento Promedio,21,2,2,9005,0,82,Sí,86.7,91.3,10,7,Arquitectura
78.4,2,70,2,9,3,Sí,No,Bajo Rendimiento,20,2,6,12918,0,90,No,82.9,98.4,8,7,Ing. Industrial
93.8,4,99,10,3,9,Sí,No,Alto Rendimiento,19,2,4,28277,0,77,Sí,86.2,82.8,5,5,Ing. Química
90.0,4,90,6,5,8,No,Sí,Rendimiento Promedio,18,3,2,43698,3,76,Sí,90.3,81.6,4,4,Ing. Mecánica
95.9,3,100,9,1,10,Sí,No,Alto Rendimiento,21,1,1,36751,2,81,No,82.3,88.2,7,6,Ing. Mecánica
80.0,3,89,7,6,8,No,Sí,Rendimiento Promedio,25,1,4,9319,0,84,No,88.4,78.4,7,6,Ing. Industrial
95.7,4,96,8,4,9,Sí,No,Alto Rendimiento,18,2,5,27727,3,86,Sí,83.7,89.2,3,7,Ing. Mecánica
83.5,4,83,5,5,8,No,No,Rendimiento Promedio,22,1,1,40663,1,84,No,88.6,90.3,3,6,Ing. Electrónica
89.2,3,92,8,6,5,Sí,Sí,Rendimiento Promedio,18,1,3,19874,3,85,No,84.7,90.2,4,7,Ing. Civil
92.6,4,99,10,4,8,Sí,No,Alto Rendimiento,20,3,2,36934,3,92,Sí,80.0,78.2,2,7,Ing. Mecánica
86.6,2,85,5,7,5,No,Sí,Rendimiento Promedio,20,4,4,22088,1,87,No,72.6,83.6,12,6,Ing. Civil
76.8,2,85,1,8,4,No,No,Bajo Rendimiento,22,2,5,19910,1,83,No,82.2,86.5,2,7,Ing. Mecánica
83.0,4,91,8,4,6,No,Sí,Rendimiento Promedio,25,4,5,30476,1,84,Sí,85.2,89.3,10,6,Ing. Industrial
83.8,3,88,5,4,8,No,No,Rendimiento Promedio,23,4,1,47306,1,83,Sí,88.8,81.6,7,5,Arquitectura
87.7,2,93,7,4,7,No,Sí,Rendimiento Promedio,20,3,5,17339,0,88,No,78.0,82.5,3,5,Arquitectura
80.0,4,86,6,6,7,No,No,Rendimiento Promedio,19,1,1,48344,2,91,Sí,81.0,81.3,5,5,Ing. Electrónica
85.6,4,89,8,6,8,Sí,Sí,Rendimiento Promedio,23,2,1,46952,1,84,No,78.6,87.8,2,7,Ing. Industrial
83.4,3,90,5,5,5,No,Sí,Rendimiento Promedio,20,5,5,34266,2,78,Sí,76.8,83.7,12,7,Ing. Gestión Empresarial
81.2,2,87,8,5,6,No,No,Rendimiento Promedio,23,4,2,31499,2,90,No,90.3,84.1,1,4,Ing. Mecánica
96.4,4,99,8,3,9,No,No,Alto Rendimiento,21,4,1,17620,0,80,No,85.7,88.5,9,6,Ing. Civil
96.4,4,98,9,2,10,No,No,Alto Rendimiento,24,3,3,47418,2,85,No,93.9,91.7,4,4,Ing. Gestión Empresarial
86.4,4,91,7,5,7,Sí,No,Rendimiento Promedio,20,4,1,36414,1,71,No,81.2,78.8,9,5,Ing. Mecánica
80.0,2,95,8,6,7,No,Sí,Rendimiento Promedio,23,4,4,17761,3,81,No,88.4,83.5,5,7,Ing. Química
82.9,3,82,5,6,5,No,Sí,Rendimiento Promedio,19,4,3,20144,3,88,Sí,78.2,95.1,5,4,Arquitectura
85.8,3,85,8,7,7,No,Sí,Rendimiento Promedio,22,3,1,14722,3,88,No,90.3,88.8,3,5,Ing. Química
88.1,2,83,7,7,8,Sí,Sí,Rendimiento Promedio,20,1,2,24234,2,79,No,79.5,81.0,5,5,Ing. Inteligencia Artificial
83.9,3,87,6,5,8,No,Sí,Rendimiento Promedio,19,4,3,38592,3,86,No,82.4,79.4,10,4,Ing. Bioquímica
94.8,4,99,10,1,9,No,No,Alto Rendimiento,21,2,1,18719,0,72,No,84.3,82.0,6,5,Ing. Gestión Empresarial
80.0,2,79,4,9,3,Sí,No,Bajo Rendimiento,24,4,3,6844,3,79,Sí,87.9,79.0,11,6,Ing. Industrial
85.8,3,90,8,6,5,No,No,Rendimiento Promedio,18,4,6,7845,3,80,No,88.5,84.6,2,4,Ing. Gestión Empresarial
80.0,3,82,7,7,6,No,Sí,Rendimiento Promedio,25,2,2,42242,2,89,No,88.1,76.8,5,6,Ing. Gestión Empresarial
94.5,4,98,8,1,8,Sí,No,Alto Rendimiento,18,3,2,5763,2,83,Sí,87.8,84.3,11,6,Ing. Gestión Empresarial
89.0,2,94,7,5,7,Sí,Sí,Rendimiento Promedio,22,5,2,19325,2,87,No,88.0,86.3,7,7,Arquitectura
84.5,4,90,6,5,8,No,Sí,Rendimiento Promedio,25,2,3,11348,1,88,No,83.9,76.0,12,7,Ing. Sistemas
81.2,4,92,6,4,7,No,Sí,Rendimiento Promedio,22,5,4,9453,1,84,No,88.1,78.9,8,5,Arquitectura
87.4,3,81,7,5,8,No,No,Rendimiento Promedio,18,1,7,23680,2,91,No,82.8,97.3,4,5,Ing. Mecánica
90.0,4,86,7,4,8,No,Sí,Rendimiento Promedio,18,1,6,42768,3,80,Sí,83.4,87.2,12,5,Ing. Gestión Empresarial
76.8,2,77,5,9,2,No,No,Bajo Rendimiento,22,4,6,6172,2,85,No,83.7,87.4,6,7,Ing. Industrial
93.6,3,98,8,2,8,Sí,Sí,Alto Rendimiento,18,4,2,17957,0,74,No,80.7,82.5,3,6,Ing. Civil
77.8,2,72,5,7,3,No,Sí,Bajo Rendimiento,20,3,6,28140,3,88,No,88.0,85.1,5,6,Ing. Civil
84.7,4,95,7,5,7,Sí,No,Rendimiento Promedio,23,5,3,7990,3,87,No,88.7,90.4,6,5,Ing. Química
81.3,3,87,7,5,6,Sí,Sí,Rendimiento Promedio,24,1,5,11654,2,82,No,85.8,79.3,11,6,Ing. Mecánica
80.0,4,95,8,4,5,No,Sí,Rendimiento Promedio,24,1,3,17574,3,81,No,78.0,80.8,3,7,Ing. Mecánica
89.2,2,92,6,6,5,No,Sí,Rendimiento Promedio,19,4,1,29349,3,90,No,90.3,84.2,9,7,Ing. Gestión Empresarial
93.3,4,100,9,1,9,No,No,Alto Rendimiento,23,4,2,13925,0,82,No,82.8,80.9,1,5,Ing. Industrial
93.5,4,97,8,4,9,Sí,Sí,Alto Rendimiento,25,3,4,49008,0,89,No,87.7,80.6,3,7,Ing. Bioquímica
